API Code,Time of Call,Date,Count,,,
A9,26-03-2025 18.03,26-03-2025,,,,
A9,26-03-2025 20.28,26-03-2025,,,,
A9,27-03-2025 0.48,27-03-2025,,,,
A9,27-03-2025 2.55,27-03-2025,,,,
A9,27-03-2025 4.45,27-03-2025,,,,
A9,27-03-2025 5.52,27-03-2025,,,,
A9,27-03-2025 7.36,27-03-2025,,,,
A9,27-03-2025 7.48,27-03-2025,,,,
A9,27-03-2025 7.49,27-03-2025,,,,
A9,27-03-2025 9.11,27-03-2025,,,,
A9,27-03-2025 9.22,27-03-2025,,,,
A9,27-03-2025 10.08,27-03-2025,,,,
A9,27-03-2025 10.09,27-03-2025,,,,
A9,27-03-2025 11.37,27-03-2025,,,,
A9,27-03-2025 12.52,27-03-2025,,,,
A9,27-03-2025 13.53,27-03-2025,,,,
A9,27-03-2025 14.51,27-03-2025,,,,
A9,27-03-2025 15.15,27-03-2025,,,,
A9,27-03-2025 16.44,27-03-2025,,,,
A9,27-03-2025 21.49,27-03-2025,,,,
A9,27-03-2025 22.46,27-03-2025,,,,
A9,28-03-2025 0.48,28-03-2025,,,,
A9,28-03-2025 1.01,28-03-2025,,,,
A9,28-03-2025 1.10,28-03-2025,,,,
A9,28-03-2025 1.42,28-03-2025,,,,
A9,28-03-2025 2.13,28-03-2025,,,,
A9,28-03-2025 3.40,28-03-2025,,,,
A9,28-03-2025 11.04,28-03-2025,,,,
A9,28-03-2025 11.51,28-03-2025,,,,
A9,28-03-2025 13.20,28-03-2025,,,,
A9,28-03-2025 13.38,28-03-2025,,,,
A9,28-03-2025 13.44,28-03-2025,,,,
A9,28-03-2025 14.30,28-03-2025,,,,
A9,28-03-2025 14.33,28-03-2025,,,,
A9,28-03-2025 17.35,28-03-2025,,,,
A9,28-03-2025 20.06,28-03-2025,,,,
A9,28-03-2025 21.31,28-03-2025,,,,
A9,28-03-2025 23.30,28-03-2025,,,,
A9,29-03-2025 3.02,29-03-2025,,,,
A9,29-03-2025 3.25,29-03-2025,,,,
A9,29-03-2025 5.30,29-03-2025,,,,
A9,29-03-2025 7.31,29-03-2025,,,,
A9,29-03-2025 10.23,29-03-2025,,,,
A9,29-03-2025 14.28,29-03-2025,,,,
A9,29-03-2025 15.18,29-03-2025,,,,
A9,29-03-2025 15.39,29-03-2025,,,,
A9,29-03-2025 16.20,29-03-2025,,,,
A9,29-03-2025 17.09,29-03-2025,,,,
A9,29-03-2025 20.39,29-03-2025,,,,
A9,29-03-2025 20.46,29-03-2025,,,,
A9,29-03-2025 21.13,29-03-2025,,,,
A9,29-03-2025 22.03,29-03-2025,,,,
A9,29-03-2025 22.05,29-03-2025,,,,
A9,29-03-2025 22.53,29-03-2025,,,,
A9,29-03-2025 23.56,29-03-2025,,,,
A9,30-03-2025 0.01,30-03-2025,,,,
A9,30-03-2025 0.23,30-03-2025,,,,
A9,30-03-2025 1.48,30-03-2025,,,,
A9,30-03-2025 7.19,30-03-2025,,,,
A9,30-03-2025 8.02,30-03-2025,,,,
A9,30-03-2025 9.46,30-03-2025,,,,
A9,30-03-2025 10.42,30-03-2025,,,,
A9,30-03-2025 10.58,30-03-2025,,,,
A9,30-03-2025 13.42,30-03-2025,,,,
A9,30-03-2025 14.02,30-03-2025,,,,
A9,30-03-2025 14.03,30-03-2025,,,,
A9,30-03-2025 16.32,30-03-2025,,,,
A9,30-03-2025 17.10,30-03-2025,,,,
A9,30-03-2025 18.32,30-03-2025,,,,
A9,30-03-2025 22.38,30-03-2025,,,,
A9,30-03-2025 22.44,30-03-2025,,,,
A9,30-03-2025 23.14,30-03-2025,,,,
A9,31-03-2025 2.49,31-03-2025,,,,
A9,31-03-2025 4.50,31-03-2025,,,,
A9,31-03-2025 6.19,31-03-2025,,,,
A9,31-03-2025 6.46,31-03-2025,,,,
A9,31-03-2025 6.47,31-03-2025,,,,
A9,31-03-2025 9.51,31-03-2025,,,,
A9,31-03-2025 11.13,31-03-2025,,,,
A9,31-03-2025 12.00,31-03-2025,,,,
A9,31-03-2025 14.20,31-03-2025,,,,
A9,31-03-2025 14.38,31-03-2025,,,,
A9,31-03-2025 17.52,31-03-2025,,,,
A9,31-03-2025 18.38,31-03-2025,,,,
A9,31-03-2025 21.26,31-03-2025,,,,
A9,31-03-2025 22.37,31-03-2025,,,,
A9,01-04-2025 0.31,01-04-2025,,,,
A9,01-04-2025 3.38,01-04-2025,,,,
A9,01-04-2025 7.35,01-04-2025,,,,
A9,01-04-2025 8.55,01-04-2025,,,,
A9,01-04-2025 17.06,01-04-2025,,,,
A9,01-04-2025 18.04,01-04-2025,,,,
A9,01-04-2025 18.22,01-04-2025,,,,
A9,01-04-2025 19.39,01-04-2025,,,,
A9,01-04-2025 22.43,01-04-2025,,,,
A9,02-04-2025 0.37,02-04-2025,,,,
A9,02-04-2025 2.27,02-04-2025,,,,
A9,02-04-2025 4.39,02-04-2025,,,,
A9,02-04-2025 6.49,02-04-2025,,,,
A9,02-04-2025 7.41,02-04-2025,,,,
A9,02-04-2025 9.18,02-04-2025,,,,
A9,02-04-2025 10.49,02-04-2025,,,,
A9,02-04-2025 12.17,02-04-2025,,,,
A9,02-04-2025 14.01,02-04-2025,,,,
A9,02-04-2025 15.46,02-04-2025,,,,
A9,02-04-2025 16.19,02-04-2025,,,,
A9,02-04-2025 17.43,02-04-2025,,,,
A9,02-04-2025 23.28,02-04-2025,,,,
A9,03-04-2025 2.36,03-04-2025,,,,
A9,03-04-2025 3.04,03-04-2025,,,,
A9,03-04-2025 3.53,03-04-2025,,,,
A9,03-04-2025 5.10,03-04-2025,,,,
A9,03-04-2025 6.13,03-04-2025,,,,
A9,03-04-2025 8.12,03-04-2025,,,,
A9,03-04-2025 8.34,03-04-2025,,,,
A9,03-04-2025 9.37,03-04-2025,,,,
A9,03-04-2025 11.34,03-04-2025,,,,
A9,03-04-2025 12.01,03-04-2025,,,,
A9,03-04-2025 13.41,03-04-2025,,,,
A9,03-04-2025 14.29,03-04-2025,,,,
A9,03-04-2025 14.58,03-04-2025,,,,
A9,03-04-2025 15.32,03-04-2025,,,,
A9,03-04-2025 16.35,03-04-2025,,,,
A9,03-04-2025 17.39,03-04-2025,,,,
A9,03-04-2025 19.26,03-04-2025,,,,
A9,03-04-2025 21.08,03-04-2025,,,,
A9,03-04-2025 21.58,03-04-2025,,,,
A9,03-04-2025 22.12,03-04-2025,,,,
A9,04-04-2025 0.45,04-04-2025,,,,
A9,04-04-2025 2.01,04-04-2025,,,,
A9,04-04-2025 3.55,04-04-2025,,,,
A9,04-04-2025 4.55,04-04-2025,,,,
A9,04-04-2025 5.15,04-04-2025,,,,
A9,04-04-2025 5.56,04-04-2025,,,,
A9,04-04-2025 6.16,04-04-2025,,,,
A9,04-04-2025 6.31,04-04-2025,,,,
A9,04-04-2025 7.55,04-04-2025,,,,
A9,04-04-2025 13.18,04-04-2025,,,,
A9,04-04-2025 13.56,04-04-2025,,,,
A9,04-04-2025 15.52,04-04-2025,,,,
A9,04-04-2025 18.00,04-04-2025,,,,
A9,04-04-2025 19.31,04-04-2025,,,,
A9,04-04-2025 22.11,04-04-2025,,,,
A9,04-04-2025 23.10,04-04-2025,,,,
A9,04-04-2025 23.59,04-04-2025,,,,
A9,05-04-2025 2.41,05-04-2025,,,,
A9,05-04-2025 3.07,05-04-2025,,,,
A9,05-04-2025 11.43,05-04-2025,,,,
A9,05-04-2025 13.35,05-04-2025,,,,
A9,05-04-2025 13.55,05-04-2025,,,,
A9,05-04-2025 14.54,05-04-2025,,,,
A9,05-04-2025 16.46,05-04-2025,,,,
A9,05-04-2025 21.29,05-04-2025,,,,
A9,05-04-2025 22.55,05-04-2025,,,,
A9,06-04-2025 3.19,06-04-2025,,,,
A9,06-04-2025 5.04,06-04-2025,,,,
A9,06-04-2025 5.35,06-04-2025,,,,
A9,06-04-2025 6.22,06-04-2025,,,,
A9,06-04-2025 7.17,06-04-2025,,,,
A9,06-04-2025 7.52,06-04-2025,,,,
A9,06-04-2025 9.11,06-04-2025,,,,
A9,06-04-2025 10.11,06-04-2025,,,,
A9,06-04-2025 10.12,06-04-2025,,,,
A9,06-04-2025 12.05,06-04-2025,,,,
A9,06-04-2025 12.22,06-04-2025,,,,
A9,06-04-2025 14.58,06-04-2025,,,,
A9,06-04-2025 17.17,06-04-2025,,,,
A9,06-04-2025 17.56,06-04-2025,,,,
A9,06-04-2025 18.26,06-04-2025,,,,
A9,06-04-2025 20.13,06-04-2025,,,,
A9,06-04-2025 20.21,06-04-2025,,,,
A9,06-04-2025 23.53,06-04-2025,,,,
A9,07-04-2025 1.17,07-04-2025,,,,
A9,07-04-2025 2.34,07-04-2025,,,,
A9,07-04-2025 3.11,07-04-2025,,,,
A9,07-04-2025 5.37,07-04-2025,,,,
A9,07-04-2025 5.56,07-04-2025,,,,
A9,07-04-2025 6.17,07-04-2025,,,,
A9,07-04-2025 7.05,07-04-2025,,,,
A9,07-04-2025 8.20,07-04-2025,,,,
A9,07-04-2025 8.32,07-04-2025,,,,
A9,07-04-2025 13.24,07-04-2025,,,,
A9,07-04-2025 14.41,07-04-2025,,,,
A9,07-04-2025 15.24,07-04-2025,,,,
A9,07-04-2025 16.40,07-04-2025,,,,
A9,07-04-2025 21.37,07-04-2025,,,,
A9,07-04-2025 22.00,07-04-2025,,,,
A9,07-04-2025 22.50,07-04-2025,,,,
A9,08-04-2025 0.03,08-04-2025,,,,
A9,08-04-2025 0.43,08-04-2025,,,,
A9,08-04-2025 1.20,08-04-2025,,,,
A9,08-04-2025 2.01,08-04-2025,,,,
A9,08-04-2025 6.50,08-04-2025,,,,
A9,08-04-2025 8.40,08-04-2025,,,,
A9,08-04-2025 8.54,08-04-2025,,,,
A9,08-04-2025 9.36,08-04-2025,,,,
A9,08-04-2025 15.06,08-04-2025,,,,
A9,08-04-2025 17.10,08-04-2025,,,,
A9,08-04-2025 17.53,08-04-2025,,,,
A9,08-04-2025 18.28,08-04-2025,,,,
A9,08-04-2025 22.31,08-04-2025,,,,
A9,08-04-2025 23.55,08-04-2025,,,,
A9,09-04-2025 1.08,09-04-2025,,,,
A9,09-04-2025 1.39,09-04-2025,,,,
A9,09-04-2025 1.42,09-04-2025,,,,
A9,09-04-2025 1.53,09-04-2025,,,,
A9,09-04-2025 1.57,09-04-2025,,,,
A9,09-04-2025 4.01,09-04-2025,,,,
A9,09-04-2025 4.07,09-04-2025,,,,
A9,09-04-2025 5.44,09-04-2025,,,,
A9,09-04-2025 7.43,09-04-2025,,,,
A9,09-04-2025 8.01,09-04-2025,,,,
A9,09-04-2025 8.12,09-04-2025,,,,
A9,09-04-2025 8.34,09-04-2025,,,,
A9,09-04-2025 12.38,09-04-2025,,,,
A9,09-04-2025 13.04,09-04-2025,,,,
A9,09-04-2025 13.14,09-04-2025,,,,
A9,09-04-2025 13.25,09-04-2025,,,,
A9,09-04-2025 14.10,09-04-2025,,,,
A9,09-04-2025 15.09,09-04-2025,,,,
A9,09-04-2025 15.56,09-04-2025,,,,
A9,09-04-2025 17.03,09-04-2025,,,,
A9,09-04-2025 17.34,09-04-2025,,,,
A9,09-04-2025 19.16,09-04-2025,,,,
A9,09-04-2025 19.36,09-04-2025,,,,
A9,09-04-2025 19.57,09-04-2025,,,,
A9,09-04-2025 21.28,09-04-2025,,,,
A9,09-04-2025 23.08,09-04-2025,,,,
A9,10-04-2025 0.01,10-04-2025,,,,
A9,10-04-2025 0.09,10-04-2025,,,,
A9,10-04-2025 2.56,10-04-2025,,,,
A9,10-04-2025 4.48,10-04-2025,,,,
A9,10-04-2025 7.46,10-04-2025,,,,
A9,10-04-2025 9.55,10-04-2025,,,,
A9,10-04-2025 12.27,10-04-2025,,,,
A9,10-04-2025 13.08,10-04-2025,,,,
A9,10-04-2025 14.59,10-04-2025,,,,
A9,10-04-2025 16.09,10-04-2025,,,,
A9,10-04-2025 16.57,10-04-2025,,,,
A9,10-04-2025 17.16,10-04-2025,,,,
A9,10-04-2025 17.59,10-04-2025,,,,
A9,10-04-2025 19.14,10-04-2025,,,,
A9,10-04-2025 19.32,10-04-2025,,,,
A9,10-04-2025 21.35,10-04-2025,,,,
A9,10-04-2025 23.09,10-04-2025,,,,
A9,10-04-2025 23.40,10-04-2025,,,,
A9,10-04-2025 23.55,10-04-2025,,,,
A9,11-04-2025 0.46,11-04-2025,,,,
A9,11-04-2025 1.11,11-04-2025,,,,
A9,11-04-2025 1.58,11-04-2025,,,,
A9,11-04-2025 3.02,11-04-2025,,,,
A9,11-04-2025 8.23,11-04-2025,,,,
A9,11-04-2025 8.33,11-04-2025,,,,
A9,11-04-2025 8.50,11-04-2025,,,,
A9,11-04-2025 9.56,11-04-2025,,,,
A9,11-04-2025 14.45,11-04-2025,,,,
A9,11-04-2025 16.52,11-04-2025,,,,
A9,11-04-2025 22.01,11-04-2025,,,,
A9,11-04-2025 22.59,11-04-2025,,,,
A9,12-04-2025 1.36,12-04-2025,,,,
A9,12-04-2025 2.03,12-04-2025,,,,
A9,12-04-2025 5.19,12-04-2025,,,,
A9,12-04-2025 7.11,12-04-2025,,,,
A9,12-04-2025 9.57,12-04-2025,,,,
A9,12-04-2025 10.42,12-04-2025,,,,
A9,12-04-2025 13.05,12-04-2025,,,,
A9,12-04-2025 13.43,12-04-2025,,,,
A9,12-04-2025 15.13,12-04-2025,,,,
A9,12-04-2025 17.33,12-04-2025,,,,
A9,12-04-2025 18.44,12-04-2025,,,,
A9,12-04-2025 18.50,12-04-2025,,,,
A9,12-04-2025 20.50,12-04-2025,,,,
A9,12-04-2025 20.53,12-04-2025,,,,
A9,12-04-2025 22.05,12-04-2025,,,,
A9,12-04-2025 23.57,12-04-2025,,,,
A9,13-04-2025 1.11,13-04-2025,,,,
A9,13-04-2025 1.50,13-04-2025,,,,
A9,13-04-2025 2.46,13-04-2025,,,,
A9,13-04-2025 4.03,13-04-2025,,,,
A9,13-04-2025 5.23,13-04-2025,,,,
A9,13-04-2025 6.00,13-04-2025,,,,
A9,13-04-2025 6.09,13-04-2025,,,,
A9,13-04-2025 9.31,13-04-2025,,,,
A9,13-04-2025 11.00,13-04-2025,,,,
A9,13-04-2025 11.19,13-04-2025,,,,
A9,13-04-2025 12.26,13-04-2025,,,,
A9,13-04-2025 13.02,13-04-2025,,,,
A9,13-04-2025 13.50,13-04-2025,,,,
A9,13-04-2025 15.35,13-04-2025,,,,
A9,13-04-2025 17.13,13-04-2025,,,,
A9,13-04-2025 18.12,13-04-2025,,,,
A9,13-04-2025 21.12,13-04-2025,,,,
A9,13-04-2025 22.04,13-04-2025,,,,
A9,13-04-2025 22.57,13-04-2025,,,,
A9,14-04-2025 1.08,14-04-2025,,,,
A9,14-04-2025 1.20,14-04-2025,,,,
A9,14-04-2025 8.10,14-04-2025,,,,
A9,14-04-2025 8.53,14-04-2025,,,,
A9,14-04-2025 9.22,14-04-2025,,,,
A9,14-04-2025 10.42,14-04-2025,,,,
A9,14-04-2025 14.24,14-04-2025,,,,
A9,14-04-2025 17.15,14-04-2025,,,,
A9,14-04-2025 19.32,14-04-2025,,,,
A9,14-04-2025 19.58,14-04-2025,,,,
A9,14-04-2025 20.58,14-04-2025,,,,
A9,14-04-2025 21.09,14-04-2025,,,,
A9,15-04-2025 2.21,15-04-2025,,,,
A9,15-04-2025 7.10,15-04-2025,,,,
A9,15-04-2025 7.38,15-04-2025,,,,
A9,15-04-2025 7.56,15-04-2025,,,,
A9,15-04-2025 9.24,15-04-2025,,,,
A9,15-04-2025 10.47,15-04-2025,,,,
A9,15-04-2025 11.02,15-04-2025,,,,
A9,15-04-2025 12.53,15-04-2025,,,,
A9,15-04-2025 17.38,15-04-2025,,,,
A9,15-04-2025 20.23,15-04-2025,,,,
A9,15-04-2025 20.38,15-04-2025,,,,
A9,15-04-2025 22.41,15-04-2025,,,,
A9,15-04-2025 23.32,15-04-2025,,,,
A9,16-04-2025 0.31,16-04-2025,,,,
A9,16-04-2025 6.13,16-04-2025,,,,
A9,16-04-2025 10.32,16-04-2025,,,,
A9,16-04-2025 12.57,16-04-2025,,,,
A9,16-04-2025 14.34,16-04-2025,,,,
A9,16-04-2025 17.53,16-04-2025,,,,
A9,16-04-2025 18.10,16-04-2025,,,,
A9,16-04-2025 20.49,16-04-2025,,,,
A9,17-04-2025 1.54,17-04-2025,,,,
A9,17-04-2025 4.38,17-04-2025,,,,
A9,17-04-2025 5.06,17-04-2025,,,,
A9,17-04-2025 9.08,17-04-2025,,,,
A9,17-04-2025 14.54,17-04-2025,,,,
A9,17-04-2025 15.37,17-04-2025,,,,
A9,17-04-2025 16.26,17-04-2025,,,,
A9,17-04-2025 17.27,17-04-2025,,,,
A9,17-04-2025 22.34,17-04-2025,,,,
A9,17-04-2025 22.46,17-04-2025,,,,
A9,17-04-2025 23.30,17-04-2025,,,,
A9,18-04-2025 0.00,18-04-2025,,,,
A9,18-04-2025 0.25,18-04-2025,,,,
A9,18-04-2025 0.27,18-04-2025,,,,
A9,18-04-2025 0.53,18-04-2025,,,,
A9,18-04-2025 2.13,18-04-2025,,,,
A9,18-04-2025 5.34,18-04-2025,,,,
A9,18-04-2025 9.13,18-04-2025,,,,
A9,18-04-2025 11.18,18-04-2025,,,,
A9,18-04-2025 12.29,18-04-2025,,,,
A9,18-04-2025 16.12,18-04-2025,,,,
A9,18-04-2025 18.30,18-04-2025,,,,
A9,18-04-2025 18.52,18-04-2025,,,,
A9,18-04-2025 18.55,18-04-2025,,,,
A9,18-04-2025 19.35,18-04-2025,,,,
A9,18-04-2025 22.49,18-04-2025,,,,
A9,19-04-2025 1.35,19-04-2025,,,,
A9,19-04-2025 4.07,19-04-2025,,,,
A9,19-04-2025 5.02,19-04-2025,,,,
A9,19-04-2025 9.54,19-04-2025,,,,
A9,19-04-2025 10.37,19-04-2025,,,,
A9,19-04-2025 11.46,19-04-2025,,,,
A9,19-04-2025 11.55,19-04-2025,,,,
A9,19-04-2025 12.21,19-04-2025,,,,
A9,19-04-2025 18.42,19-04-2025,,,,
A9,19-04-2025 19.18,19-04-2025,,,,
A9,19-04-2025 19.37,19-04-2025,,,,
A9,19-04-2025 21.03,19-04-2025,,,,
A9,20-04-2025 0.47,20-04-2025,,,,
A9,20-04-2025 4.09,20-04-2025,,,,
A9,20-04-2025 7.38,20-04-2025,,,,
A9,20-04-2025 7.55,20-04-2025,,,,
A9,20-04-2025 9.22,20-04-2025,,,,
A9,20-04-2025 9.36,20-04-2025,,,,
A9,20-04-2025 11.12,20-04-2025,,,,
A9,20-04-2025 11.42,20-04-2025,,,,
A9,20-04-2025 15.12,20-04-2025,,,,
A9,20-04-2025 15.29,20-04-2025,,,,
A9,20-04-2025 16.02,20-04-2025,,,,
A9,20-04-2025 18.02,20-04-2025,,,,
A9,20-04-2025 20.03,20-04-2025,,,,
A9,20-04-2025 20.48,20-04-2025,,,,
A9,20-04-2025 21.50,20-04-2025,,,,
A9,20-04-2025 22.14,20-04-2025,,,,
A9,20-04-2025 22.29,20-04-2025,,,,
A9,20-04-2025 22.34,20-04-2025,,,,
A9,21-04-2025 0.45,21-04-2025,,,,
A9,21-04-2025 2.23,21-04-2025,,,,
A9,21-04-2025 3.14,21-04-2025,,,,
A9,21-04-2025 6.51,21-04-2025,,,,
A9,21-04-2025 8.34,21-04-2025,,,,
A9,21-04-2025 9.32,21-04-2025,,,,
A9,21-04-2025 9.54,21-04-2025,,,,
A9,21-04-2025 11.26,21-04-2025,,,,
A9,21-04-2025 13.00,21-04-2025,,,,
A9,21-04-2025 14.03,21-04-2025,,,,
A9,21-04-2025 15.59,21-04-2025,,,,
A9,21-04-2025 16.02,21-04-2025,,,,
A9,21-04-2025 16.19,21-04-2025,,,,
A9,21-04-2025 18.06,21-04-2025,,,,
A9,21-04-2025 22.06,21-04-2025,,,,
A9,21-04-2025 22.46,21-04-2025,,,,
A9,22-04-2025 0.11,22-04-2025,,,,
A9,22-04-2025 1.16,22-04-2025,,,,
A9,22-04-2025 3.03,22-04-2025,,,,
A9,22-04-2025 3.43,22-04-2025,,,,
A9,22-04-2025 3.48,22-04-2025,,,,
A9,22-04-2025 4.04,22-04-2025,,,,
A9,22-04-2025 5.03,22-04-2025,,,,
A9,22-04-2025 6.27,22-04-2025,,,,
A9,22-04-2025 7.47,22-04-2025,,,,
A9,22-04-2025 9.59,22-04-2025,,,,
A9,22-04-2025 11.13,22-04-2025,,,,
A9,22-04-2025 12.25,22-04-2025,,,,
A9,22-04-2025 14.07,22-04-2025,,,,
A9,22-04-2025 17.00,22-04-2025,,,,
A9,22-04-2025 20.45,22-04-2025,,,,
A9,22-04-2025 21.24,22-04-2025,,,,
A9,22-04-2025 22.34,22-04-2025,,,,
A9,22-04-2025 23.28,22-04-2025,,,,
A9,22-04-2025 23.40,22-04-2025,,,,
A9,22-04-2025 23.50,22-04-2025,,,,
A9,23-04-2025 0.34,23-04-2025,,,,
A9,23-04-2025 1.31,23-04-2025,,,,
A9,23-04-2025 1.55,23-04-2025,,,,
A9,23-04-2025 1.58,23-04-2025,,,,
A9,23-04-2025 3.42,23-04-2025,,,,
A9,23-04-2025 4.35,23-04-2025,,,,
A9,23-04-2025 4.47,23-04-2025,,,,
A9,23-04-2025 5.14,23-04-2025,,,,
A9,23-04-2025 7.25,23-04-2025,,,,
A9,23-04-2025 7.56,23-04-2025,,,,
A9,23-04-2025 9.48,23-04-2025,,,,
A9,23-04-2025 11.38,23-04-2025,,,,
A9,23-04-2025 12.21,23-04-2025,,,,
A9,23-04-2025 15.45,23-04-2025,,,,
A9,23-04-2025 17.01,23-04-2025,,,,
A9,23-04-2025 17.22,23-04-2025,,,,
A9,23-04-2025 17.35,23-04-2025,,,,
A9,23-04-2025 19.51,23-04-2025,,,,
A9,23-04-2025 20.47,23-04-2025,,,,
A9,23-04-2025 22.51,23-04-2025,,,,
A9,23-04-2025 23.22,23-04-2025,,,,
A9,24-04-2025 0.28,24-04-2025,,,,
A9,24-04-2025 1.57,24-04-2025,,,,
A9,24-04-2025 3.38,24-04-2025,,,,
A9,24-04-2025 3.54,24-04-2025,,,,
A9,24-04-2025 4.17,24-04-2025,,,,
A9,24-04-2025 6.35,24-04-2025,,,,
A9,24-04-2025 7.42,24-04-2025,,,,
A9,24-04-2025 8.00,24-04-2025,,,,
A9,24-04-2025 9.09,24-04-2025,,,,
A9,24-04-2025 9.13,24-04-2025,,,,
A9,24-04-2025 12.21,24-04-2025,,,,
A9,24-04-2025 12.53,24-04-2025,,,,
A9,24-04-2025 13.45,24-04-2025,,,,
A9,24-04-2025 18.02,24-04-2025,,,,
A9,24-04-2025 18.22,24-04-2025,,,,
A9,24-04-2025 18.25,24-04-2025,,,,
A9,24-04-2025 19.32,24-04-2025,,,,
A9,24-04-2025 20.54,24-04-2025,,,,
A9,24-04-2025 20.58,24-04-2025,,,,
A9,25-04-2025 1.45,25-04-2025,,,,
A9,25-04-2025 5.15,25-04-2025,,,,
A9,25-04-2025 5.24,25-04-2025,,,,
A9,25-04-2025 5.55,25-04-2025,,,,
A9,25-04-2025 7.39,25-04-2025,,,,
A9,25-04-2025 9.56,25-04-2025,,,,
A9,25-04-2025 13.45,25-04-2025,,,,
A9,25-04-2025 15.21,25-04-2025,,,,
A9,25-04-2025 20.31,25-04-2025,,,,
A9,25-04-2025 20.41,25-04-2025,,,,
A9,25-04-2025 21.43,25-04-2025,,,,
A9,25-04-2025 22.51,25-04-2025,,,,
A9,26-04-2025 2.34,26-04-2025,,,,
A9,26-04-2025 2.59,26-04-2025,,,,
A9,26-04-2025 3.40,26-04-2025,,,,
A9,26-04-2025 5.45,26-04-2025,,,,
A9,26-04-2025 9.46,26-04-2025,,,,
A9,26-04-2025 10.28,26-04-2025,,,,
A9,26-04-2025 13.33,26-04-2025,,,,
A9,26-04-2025 13.57,26-04-2025,,,,
A9,26-04-2025 17.18,26-04-2025,,,,
A9,26-04-2025 21.36,26-04-2025,,,,
A9,27-04-2025 0.35,27-04-2025,,,,
A9,27-04-2025 0.39,27-04-2025,,,,
A9,27-04-2025 1.12,27-04-2025,,,,
A9,27-04-2025 4.13,27-04-2025,,,,
A9,27-04-2025 9.17,27-04-2025,,,,
A9,27-04-2025 15.10,27-04-2025,,,,
A9,27-04-2025 15.49,27-04-2025,,,,
A9,27-04-2025 17.30,27-04-2025,,,,
A9,27-04-2025 18.59,27-04-2025,,,,
A9,27-04-2025 19.19,27-04-2025,,,,
A9,27-04-2025 19.38,27-04-2025,,,,
A9,27-04-2025 22.54,27-04-2025,,,,
A9,27-04-2025 23.49,27-04-2025,,,,
A9,28-04-2025 0.20,28-04-2025,,,,
A9,28-04-2025 0.43,28-04-2025,,,,
A9,28-04-2025 2.59,28-04-2025,,,,
A9,28-04-2025 4.42,28-04-2025,,,,
A9,28-04-2025 5.57,28-04-2025,,,,
A9,28-04-2025 8.28,28-04-2025,,,,
A9,28-04-2025 8.56,28-04-2025,,,,
A9,28-04-2025 10.05,28-04-2025,,,,
A9,28-04-2025 10.45,28-04-2025,,,,
A9,28-04-2025 12.45,28-04-2025,,,,
A9,28-04-2025 13.42,28-04-2025,,,,
A9,28-04-2025 15.09,28-04-2025,,,,
A9,28-04-2025 15.33,28-04-2025,,,,
A9,28-04-2025 16.20,28-04-2025,,,,
A9,28-04-2025 18.46,28-04-2025,,,,
A9,28-04-2025 21.24,28-04-2025,,,,
A9,28-04-2025 22.40,28-04-2025,,,,
A9,29-04-2025 0.22,29-04-2025,,,,
A9,29-04-2025 0.49,29-04-2025,,,,
A9,29-04-2025 1.06,29-04-2025,,,,
A9,29-04-2025 1.24,29-04-2025,,,,
A9,29-04-2025 2.29,29-04-2025,,,,
A9,29-04-2025 2.53,29-04-2025,,,,
A9,29-04-2025 4.42,29-04-2025,,,,
A9,29-04-2025 5.05,29-04-2025,,,,
A9,29-04-2025 7.11,29-04-2025,,,,
A9,29-04-2025 7.18,29-04-2025,,,,
A9,29-04-2025 7.58,29-04-2025,,,,
A9,29-04-2025 10.21,29-04-2025,,,,
A9,29-04-2025 11.46,29-04-2025,,,,
A9,29-04-2025 11.48,29-04-2025,,,,
A9,29-04-2025 15.39,29-04-2025,,,,
A9,29-04-2025 16.22,29-04-2025,,,,
A9,29-04-2025 17.47,29-04-2025,,,,
A9,29-04-2025 19.02,29-04-2025,,,,
A9,29-04-2025 22.01,29-04-2025,,,,
A9,29-04-2025 23.01,29-04-2025,,,,
A9,30-04-2025 0.13,30-04-2025,,,,
A9,30-04-2025 0.44,30-04-2025,,,,
A9,30-04-2025 1.06,30-04-2025,,,,
A9,30-04-2025 1.24,30-04-2025,,,,
A9,30-04-2025 1.31,30-04-2025,,,,
A9,30-04-2025 3.03,30-04-2025,,,,
A9,30-04-2025 3.15,30-04-2025,,,,
A9,30-04-2025 6.47,30-04-2025,,,,
A9,30-04-2025 7.48,30-04-2025,,,,
A9,30-04-2025 8.19,30-04-2025,,,,
A9,30-04-2025 9.31,30-04-2025,,,,
A9,30-04-2025 12.03,30-04-2025,,,,
A9,30-04-2025 12.31,30-04-2025,,,,
A9,30-04-2025 13.21,30-04-2025,,,,
A9,30-04-2025 15.03,30-04-2025,,,,
A9,30-04-2025 15.44,30-04-2025,,,,
A9,30-04-2025 17.21,30-04-2025,,,,
A9,30-04-2025 19.48,30-04-2025,,,,
A9,30-04-2025 19.52,30-04-2025,,,,
A9,30-04-2025 22.37,30-04-2025,,,,
A9,01-05-2025 1.06,01-05-2025,,,,
A9,01-05-2025 1.59,01-05-2025,,,,
A9,01-05-2025 2.19,01-05-2025,,,,
A9,01-05-2025 4.58,01-05-2025,,,,
A9,01-05-2025 7.11,01-05-2025,,,,
A9,01-05-2025 8.34,01-05-2025,,,,
A9,01-05-2025 9.43,01-05-2025,,,,
A9,01-05-2025 10.46,01-05-2025,,,,
